device,start_time,data_extra,mbrt
device2,1725311136,"{""1"": ""13893"", ""2"": ""20373"", ""3"": ""8664"", ""4"": ""19058"", ""5"": ""13352"", ""6"": ""19274""}",109
device2,1725347326,"{""1"": ""22387"", ""2"": ""18142"", ""3"": ""12036"", ""4"": ""16124"", ""5"": ""20455"", ""6"": ""16334""}",106
device2,1725361050,"{""1"": ""17227"", ""2"": ""13667"", ""3"": ""10876"", ""4"": ""13165"", ""5"": ""16823"", ""6"": ""13539""}",139
device2,1725303101,"{""1"": ""14768"", ""2"": ""24859"", ""3"": ""9786"", ""4"": ""24977"", ""5"": ""14667"", ""6"": ""25204"", ""7"": ""0""}",50
device2,1725377859,"{""1"": ""22387"", ""2"": ""18142"", ""3"": ""12565"", ""4"": ""17035"", ""5"": ""21573"", ""6"": ""17333""}",210
device2,1725461745,"{""1"": ""13626"", ""2"": ""18743"", ""3"": ""7997"", ""4"": ""17898"", ""5"": ""13127"", ""6"": ""18639"", ""7"": ""0""}",155
device2,1725398829,"{""1"": ""23932"", ""2"": ""17814"", ""3"": ""14663"", ""4"": ""16325"", ""5"": ""23209"", ""6"": ""16735""}",84
device2,1725432240,"{""1"": ""17227"", ""2"": ""13667"", ""3"": ""10353"", ""4"": ""13136"", ""5"": ""18372"", ""6"": ""14682""}",103
device2,1725447431,"{""1"": ""14866"", ""2"": ""23033"", ""3"": ""8776"", ""4"": ""21399"", ""5"": ""14412"", ""6"": ""22017""}",108
device2,1725404327,"{""1"": ""13626"", ""2"": ""18743"", ""3"": ""7944"", ""4"": ""18328"", ""5"": ""12912"", ""6"": ""18365""}",90
device2,1725369613,"{""1"": ""14866"", ""2"": ""23033"", ""3"": ""9046"", ""4"": ""21039"", ""5"": ""14537"", ""6"": ""21727""}",70
device2,1725302260,"{""1"": ""18173"", ""2"": ""13499"", ""3"": ""10732"", ""4"": ""12084"", ""5"": ""17281"", ""6"": ""12611"", ""7"": ""0""}",79
device2,1725281937,"{""1"": ""25421"", ""2"": ""20846"", ""3"": ""13710"", ""4"": ""19154"", ""5"": ""16152"", ""6"": ""19858""}",10
device2,1725451575,"{""1"": ""25421"", ""2"": ""20846"", ""3"": ""14814"", ""4"": ""18809"", ""5"": ""23996"", ""6"": ""18380"", ""7"": ""0""}",124
device2,1725368914,"{""1"": ""17860"", ""2"": ""14861"", ""3"": ""10874"", ""4"": ""13767"", ""5"": ""17905"", ""6"": ""15190""}",130
device2,1725455687,"{""1"": ""24712"", ""2"": ""19775"", ""3"": ""14950"", ""4"": ""18612"", ""5"": ""22340"", ""6"": ""19239"", ""7"": ""0""}",127
device2,1725482927,"{""1"": ""23932"", ""2"": ""17814"", ""3"": ""15026"", ""4"": ""18209"", ""5"": ""24236"", ""6"": ""18533"", ""7"": ""0""}",107
device2,1725463777,"{""1"": ""22387"", ""2"": ""18142"", ""3"": ""12962"", ""4"": ""16561"", ""5"": ""21692"", ""6"": ""16513"", ""7"": ""0""}",126
device2,1725522854,"{""1"": ""17137"", ""2"": ""13942"", ""3"": ""11641"", ""4"": ""14793"", ""5"": ""18072"", ""6"": ""14530"", ""7"": ""0""}",82
device2,1725522943,"{""1"": ""18338"", ""2"": ""15165"", ""3"": ""11061"", ""4"": ""13290"", ""5"": ""17539"", ""6"": ""13906"", ""7"": ""0""}",99
device2,1725524396,"{""1"": ""14866"", ""2"": ""23033"", ""3"": ""9074"", ""4"": ""23955"", ""5"": ""14809"", ""6"": ""23852"", ""7"": ""0""}",117
device2,1725401507,"{""1"": ""17074"", ""2"": ""13829"", ""3"": ""11167"", ""4"": ""13339"", ""5"": ""17146"", ""6"": ""13516"", ""7"": ""0""}",71
device2,1725550014,"{""1"": ""24857"", ""2"": ""20483"", ""3"": ""15461"", ""4"": ""18378"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0""}",1
device2,1725285177,"{""1"": ""22521"", ""2"": ""18755"", ""3"": ""12503"", ""4"": ""17868"", ""5"": ""22037"", ""6"": ""18706"", ""7"": ""0""}",78
device2,1725560651,"{""1"": ""23516"", ""2"": ""18334"", ""3"": ""13284"", ""4"": ""17323"", ""5"": ""23993"", ""6"": ""19263"", ""7"": ""0""}",132
device2,1725563386,"{""1"": ""23773"", ""2"": ""17676"", ""3"": ""14751"", ""4"": ""17522"", ""5"": ""23194"", ""6"": ""17742"", ""7"": ""0""}",178
device2,1725568397,"{""1"": ""22624"", ""2"": ""18683"", ""3"": ""14396"", ""4"": ""18525"", ""5"": ""22941"", ""6"": ""19209"", ""7"": ""0""}",106
device2,1725603729,"{""1"": ""16782"", ""2"": ""13437"", ""3"": ""11331"", ""4"": ""14423"", ""5"": ""18072"", ""6"": ""14617"", ""7"": ""0""}",100
device2,1725617784,"{""1"": ""17744"", ""2"": ""14345"", ""3"": ""11931"", ""4"": ""14907"", ""5"": ""18301"", ""6"": ""15038"", ""7"": ""0""}",113
device2,1725620987,"{""1"": ""14740"", ""2"": ""23204"", ""3"": ""9304"", ""4"": ""22333"", ""5"": ""15727"", ""6"": ""24778"", ""7"": ""0""}",105
device2,1725628647,"{""1"": ""24857"", ""2"": ""20483"", ""3"": ""15284"", ""4"": ""19123"", ""5"": ""24662"", ""6"": ""19724"", ""7"": ""0""}",110
device2,1725634386,"{""1"": ""23516"", ""2"": ""18334"", ""3"": ""15030"", ""4"": ""18905"", ""5"": ""24242"", ""6"": ""19275"", ""7"": ""0""}",173
device2,1725653101,"{""1"": ""23773"", ""2"": ""17676"", ""3"": ""16052"", ""4"": ""18866"", ""5"": ""23666"", ""6"": ""18535"", ""7"": ""0""}",82
device2,1725709151,"{""1"": ""17454"", ""2"": ""14188"", ""3"": ""10589"", ""4"": ""12694"", ""5"": ""17000"", ""6"": ""13003"", ""7"": ""0""}",119
device2,1725681156,"{""1"": ""16782"", ""2"": ""13437"", ""3"": ""10851"", ""4"": ""13023"", ""5"": ""17819"", ""6"": ""13687"", ""7"": ""0""}",120
device2,1725743806,"{""1"": ""16782"", ""2"": ""13437"", ""3"": ""10993"", ""4"": ""13342"", ""5"": ""17968"", ""6"": ""14158"", ""7"": ""0""}",90
device2,1725691011,"{""1"": ""17744"", ""2"": ""14345"", ""3"": ""10717"", ""4"": ""13646"", ""5"": ""17724"", ""6"": ""15019"", ""7"": ""0""}",66
device2,1725692449,"{""1"": ""14740"", ""2"": ""23204"", ""3"": ""9158"", ""4"": ""22709"", ""5"": ""14915"", ""6"": ""24078"", ""7"": ""0""}",159
device2,1725695878,"{""1"": ""24857"", ""2"": ""20483"", ""3"": ""16445"", ""4"": ""20685"", ""5"": ""25785"", ""6"": ""21512"", ""7"": ""0""}",121
device2,1725697860,"{""1"": ""23516"", ""2"": ""18334"", ""3"": ""14979"", ""4"": ""18886"", ""5"": ""24021"", ""6"": ""19239"", ""7"": ""0""}",88
device2,1725699551,"{""1"": ""23773"", ""2"": ""17676"", ""3"": ""14667"", ""4"": ""18113"", ""5"": ""23174"", ""6"": ""18042"", ""7"": ""0""}",105
device2,1725710366,"{""1"": ""22624"", ""2"": ""18683"", ""3"": ""13755"", ""4"": ""17973"", ""5"": ""22479"", ""6"": ""18958"", ""7"": ""0""}",120
device2,1725777445,"{""1"": ""16782"", ""2"": ""13437"", ""3"": ""11421"", ""4"": ""13820"", ""5"": ""17539"", ""6"": ""13835"", ""7"": ""0""}",132
device2,1725783759,"{""1"": ""17744"", ""2"": ""14345"", ""3"": ""10753"", ""4"": ""12962"", ""5"": ""17515"", ""6"": ""13831"", ""7"": ""0""}",89
device2,1725788158,"{""1"": ""14740"", ""2"": ""23204"", ""3"": ""9450"", ""4"": ""23133"", ""5"": ""15217"", ""6"": ""23943"", ""7"": ""0""}",86
device2,1725799542,"{""1"": ""24857"", ""2"": ""20483"", ""3"": ""15713"", ""4"": ""19327"", ""5"": ""24403"", ""6"": ""19778"", ""7"": ""0""}",97
device2,1725801270,"{""1"": ""23516"", ""2"": ""18334"", ""3"": ""15207"", ""4"": ""18346"", ""5"": ""23460"", ""6"": ""19016"", ""7"": ""0""}",93
device2,1725802392,"{""1"": ""23773"", ""2"": ""17676"", ""3"": ""14445"", ""4"": ""17571"", ""5"": ""23736"", ""6"": ""18328"", ""7"": ""0""}",143
device2,1725829630,"{""1"": ""23285"", ""2"": ""18981"", ""3"": ""14137"", ""4"": ""18078"", ""5"": ""24249"", ""6"": ""19253"", ""7"": ""0""}",122
device2,1725542031,"{""1"": ""16782"", ""2"": ""13437"", ""3"": ""10610"", ""4"": ""14117"", ""5"": ""17683"", ""6"": ""14558"", ""7"": ""0""}",141
device2,1725543287,"{""1"": ""17744"", ""2"": ""14345"", ""3"": ""10916"", ""4"": ""13154"", ""5"": ""17396"", ""6"": ""13849"", ""7"": ""0""}",92
device2,1725544689,"{""1"": ""14740"", ""2"": ""23204"", ""3"": ""9507"", ""4"": ""23807"", ""5"": ""14982"", ""6"": ""23879"", ""7"": ""0""}",120
device2,1725550042,"{""1"": ""24857"", ""2"": ""20483"", ""3"": ""14505"", ""4"": ""18422"", ""5"": ""24899"", ""6"": ""19912"", ""7"": ""0""}",93
device2,1725722233,"{""1"": ""24337"", ""2"": ""18136"", ""3"": ""15982"", ""4"": ""17705"", ""5"": ""24608"", ""6"": ""17851"", ""7"": ""0""}",149
device2,1725736503,"{""1"": ""17613"", ""2"": ""13069"", ""3"": ""11350"", ""4"": ""12159"", ""5"": ""17492"", ""6"": ""12413"", ""7"": ""0""}",114
device2,1725807440,"{""1"": ""17454"", ""2"": ""14188"", ""3"": ""11795"", ""4"": ""14014"", ""5"": ""17524"", ""6"": ""14244"", ""7"": ""0""}",52
device2,1725829602,"{""1"": ""16808"", ""2"": ""13256"", ""3"": ""11738"", ""4"": ""14357"", ""5"": ""17725"", ""6"": ""14499"", ""7"": ""0""}",49
device2,1725829642,"{""1"": ""23672"", ""2"": ""19324"", ""3"": ""13046"", ""4"": ""16999"", ""5"": ""22485"", ""6"": ""18310"", ""7"": ""0""}",19
device2,1725829610,"{""1"": ""17298"", ""2"": ""13624"", ""3"": ""11171"", ""4"": ""14404"", ""5"": ""17833"", ""6"": ""14789"", ""7"": ""0""}",16
device2,1725829615,"{""1"": ""13363"", ""2"": ""20312"", ""3"": ""8178"", ""4"": ""19302"", ""5"": ""13610"", ""6"": ""20119"", ""7"": ""0""}",29
device2,1725829621,"{""1"": ""15009"", ""2"": ""23790"", ""3"": ""8364"", ""4"": ""21679"", ""5"": ""14488"", ""6"": ""22772"", ""7"": ""0""}",46
device2,1725833302,"{""1"": ""23994"", ""2"": ""18817"", ""3"": ""13953"", ""4"": ""17356"", ""5"": ""23155"", ""6"": ""18041"", ""7"": ""0""}",120
device2,1725809008,"{""1"": ""22624"", ""2"": ""18683"", ""3"": ""13578"", ""4"": ""17662"", ""5"": ""22112"", ""6"": ""18047"", ""7"": ""0""}",97
device2,1725864028,"{""1"": ""16808"", ""2"": ""13256"", ""3"": ""9849"", ""4"": ""12329"", ""5"": ""17405"", ""6"": ""13388"", ""7"": ""0""}",92
device2,1725893634,"{""1"": ""23285"", ""2"": ""18981"", ""3"": ""14997"", ""4"": ""20294"", ""5"": ""24909"", ""6"": ""21180"", ""7"": ""0""}",131
device2,1725720176,"{""1"": ""22472"", ""2"": ""17935"", ""3"": ""13451"", ""4"": ""17419"", ""5"": ""22121"", ""6"": ""18072"", ""7"": ""0""}",78
device2,1725876507,"{""1"": ""17298"", ""2"": ""13624"", ""3"": ""11751"", ""4"": ""14894"", ""5"": ""18379"", ""6"": ""15044"", ""7"": ""0""}",101
device2,1725907499,"{""1"": ""23994"", ""2"": ""18817"", ""3"": ""13711"", ""4"": ""16740"", ""5"": ""23788"", ""6"": ""18230"", ""7"": ""0""}",130
device2,1725895203,"{""1"": ""23672"", ""2"": ""19324"", ""3"": ""14152"", ""4"": ""17897"", ""5"": ""23859"", ""6"": ""19045"", ""7"": ""0""}",74
device2,1725950688,"{""1"": ""16808"", ""2"": ""13256"", ""3"": ""11479"", ""4"": ""13942"", ""5"": ""17425"", ""6"": ""14298"", ""7"": ""0""}",102
device2,1725892251,"{""1"": ""13363"", ""2"": ""20312"", ""3"": ""8233"", ""4"": ""18928"", ""5"": ""13122"", ""6"": ""18958"", ""7"": ""0""}",103
device2,1725915558,"{""1"": ""17261"", ""2"": ""14432"", ""3"": ""10467"", ""4"": ""13189"", ""5"": ""17400"", ""6"": ""14148"", ""7"": ""0""}",119
device2,1725966571,"{""1"": ""17836"", ""2"": ""14284"", ""3"": ""11087"", ""4"": ""12854"", ""5"": ""16887"", ""6"": ""12769"", ""7"": ""0""}",100
device2,1726000842,"{""1"": ""17836"", ""2"": ""14284"", ""3"": ""9722"", ""4"": ""12688"", ""5"": ""16708"", ""6"": ""12828"", ""7"": ""0""}",110
device2,1726138932,"{""1"": ""24652"", ""2"": ""20780"", ""3"": ""16419"", ""4"": ""20341"", ""5"": ""16419"", ""6"": ""20389"", ""7"": ""0""}",0
device2,1725968455,"{""1"": ""17771"", ""2"": ""14266"", ""3"": ""11864"", ""4"": ""14415"", ""5"": ""17982"", ""6"": ""14704"", ""7"": ""0""}",88
device2,1725997372,"{""1"": ""13244"", ""2"": ""19927"", ""3"": ""9012"", ""4"": ""19764"", ""5"": ""14289"", ""6"": ""21474"", ""7"": ""0""}",82
device2,1725973092,"{""1"": ""14626"", ""2"": ""23465"", ""3"": ""9229"", ""4"": ""23101"", ""5"": ""14597"", ""6"": ""22975"", ""7"": ""0""}",114
device2,1725974474,"{""1"": ""24652"", ""2"": ""20780"", ""3"": ""15438"", ""4"": ""20056"", ""5"": ""24747"", ""6"": ""20814"", ""7"": ""0""}",143
device2,1726066262,"{""1"": ""13244"", ""2"": ""19927"", ""3"": ""8866"", ""4"": ""19906"", ""5"": ""13602"", ""6"": ""20456"", ""7"": ""0""}",130
device2,1726135074,"{""1"": ""17771"", ""2"": ""14266"", ""3"": ""10542"", ""4"": ""13194"", ""5"": ""17321"", ""6"": ""13708"", ""7"": ""0""}",80
device2,1726138993,"{""1"": ""24652"", ""2"": ""20780"", ""3"": ""16718"", ""4"": ""20966"", ""5"": ""25355"", ""6"": ""21279"", ""7"": ""0""}",106
device2,1726067729,"{""1"": ""14626"", ""2"": ""23465"", ""3"": ""10321"", ""4"": ""23996"", ""5"": ""10275"", ""6"": ""23980"", ""7"": ""0""}",0
device2,1726067750,"{""1"": ""14626"", ""2"": ""23465"", ""3"": ""10103"", ""4"": ""23954"", ""5"": ""10085"", ""6"": ""23921"", ""7"": ""0""}",0
device2,1726067772,"{""1"": ""14626"", ""2"": ""23465"", ""3"": ""10098"", ""4"": ""23922"", ""5"": ""14750"", ""6"": ""23882"", ""7"": ""0""}",83
device2,1725887272,"{""1"": ""15009"", ""2"": ""23790"", ""3"": ""9368"", ""4"": ""23267"", ""5"": ""15119"", ""6"": ""24342"", ""7"": ""0""}",170
device2,1726043318,"{""1"": ""17836"", ""2"": ""14284"", ""3"": ""11058"", ""4"": ""12869"", ""5"": ""17250"", ""6"": ""13527"", ""7"": ""0""}",102
device2,1726060652,"{""1"": ""17771"", ""2"": ""14266"", ""3"": ""11333"", ""4"": ""13840"", ""5"": ""17590"", ""6"": ""14304"", ""7"": ""0""}",150
device2,1726127880,"{""1"": ""17836"", ""2"": ""14284"", ""3"": ""9905"", ""4"": ""12447"", ""5"": ""17029"", ""6"": ""13287"", ""7"": ""0""}",118
device2,1725993259,"{""1"": ""17678"", ""2"": ""14441"", ""3"": ""10609"", ""4"": ""13475"", ""5"": ""17311"", ""6"": ""14338"", ""7"": ""0""}",110
device2,1726135985,"{""1"": ""14626"", ""2"": ""23465"", ""3"": ""9923"", ""4"": ""23452"", ""5"": ""14792"", ""6"": ""23605"", ""7"": ""0""}",125
device2,1726082768,"{""1"": ""24652"", ""2"": ""20780"", ""3"": ""14124"", ""4"": ""18644"", ""5"": ""23666"", ""6"": ""19291"", ""7"": ""0""}",129
device2,1725982234,"{""1"": ""23558"", ""2"": ""18155"", ""3"": ""13768"", ""4"": ""16093"", ""5"": ""21633"", ""6"": ""16128"", ""7"": ""0""}",148
device2,1726065938,"{""1"": ""13244"", ""2"": ""19927"", ""3"": ""8661"", ""4"": ""19921"", ""5"": ""8673"", ""6"": ""19886"", ""7"": ""0""}",5
device2,1725980685,"{""1"": ""24024"", ""2"": ""18895"", ""3"": ""15276"", ""4"": ""18610"", ""5"": ""23957"", ""6"": ""18816"", ""7"": ""0""}",112
device2,1725980672,"{""1"": ""24024"", ""2"": ""18895"", ""3"": ""16223"", ""4"": ""18674"", ""5"": ""16199"", ""6"": ""18665"", ""7"": ""0""}",0
device2,1726155976,"{""1"": ""21606"", ""2"": ""16976"", ""3"": ""13238"", ""4"": ""17644"", ""5"": ""22538"", ""6"": ""18349"", ""7"": ""0""}",99
device2,1726155746,"{""1"": ""13244"", ""2"": ""19927"", ""3"": ""8511"", ""4"": ""20294"", ""5"": ""13690"", ""6"": ""20051"", ""7"": ""0""}",143
device2,1726148495,"{""1"": ""23558"", ""2"": ""18155"", ""3"": ""13940"", ""4"": ""17575"", ""5"": ""21523"", ""6"": ""16764"", ""7"": ""0""}",106
device2,1726147011,"{""1"": ""24024"", ""2"": ""18895"", ""3"": ""15621"", ""4"": ""19115"", ""5"": ""24128"", ""6"": ""19640"", ""7"": ""0""}",78
device2,1726151130,"{""1"": ""17836"", ""2"": ""14284"", ""3"": ""11904"", ""4"": ""14017"", ""5"": ""17994"", ""6"": ""14754"", ""7"": ""0""}",53
device2,1726177798,"{""1"": ""17771"", ""2"": ""14266"", ""3"": ""11564"", ""4"": ""14526"", ""5"": ""18084"", ""6"": ""15055"", ""7"": ""0""}",102
device2,1726152844,"{""1"": ""21606"", ""2"": ""17446"", ""3"": ""13838"", ""4"": ""18632"", ""5"": ""22434"", ""6"": ""18979"", ""7"": ""0""}",104
device2,1726170028,"{""1"": ""24024"", ""2"": ""18895"", ""3"": ""14656"", ""4"": ""18709"", ""5"": ""23389"", ""6"": ""19038"", ""7"": ""0""}",109
device2,1726241090,"{""1"": ""13244"", ""2"": ""19927"", ""3"": ""7608"", ""4"": ""18633"", ""5"": ""13048"", ""6"": ""19630"", ""7"": ""0""}",70
device2,1726241172,"{""1"": ""14626"", ""2"": ""23465"", ""3"": ""9925"", ""4"": ""23531"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0""}",0
device2,1726148617,"{""1"": ""17678"", ""2"": ""14441"", ""3"": ""10975"", ""4"": ""12945"", ""5"": ""17010"", ""6"": ""13456"", ""7"": ""0""}",81
device2,1726241186,"{""1"": ""14626"", ""2"": ""23465"", ""3"": ""9805"", ""4"": ""23544"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0""}",0
device2,1726238624,"{""1"": ""17771"", ""2"": ""14266"", ""3"": ""12460"", ""4"": ""15016"", ""5"": ""17999"", ""6"": ""15005"", ""7"": ""0""}",89
device2,1726241195,"{""1"": ""14626"", ""2"": ""23465"", ""3"": ""9772"", ""4"": ""23486"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0""}",0
device2,1726234933,"{""1"": ""17836"", ""2"": ""14284"", ""3"": ""10806"", ""4"": ""12843"", ""5"": ""17656"", ""6"": ""13626"", ""7"": ""0""}",132
device2,1726241205,"{""1"": ""14626"", ""2"": ""23465"", ""3"": ""9784"", ""4"": ""23477"", ""5"": ""14863"", ""6"": ""24009"", ""7"": ""0""}",53
device2,1726256561,"{""1"": ""24652"", ""2"": ""20780"", ""3"": ""14776"", ""4"": ""19120"", ""5"": ""24341"", ""6"": ""20153"", ""7"": ""0""}",117
device2,1726260530,"{""1"": ""24024"", ""2"": ""18895"", ""3"": ""13918"", ""4"": ""17117"", ""5"": ""23219"", ""6"": ""17604"", ""7"": ""0""}",104
device2,1726350327,"{""1"": ""21606"", ""2"": ""16976"", ""3"": ""13964"", ""4"": ""17817"", ""5"": ""22965"", ""6"": ""18590"", ""7"": ""0""}",116
device2,1726304652,"{""1"": ""17771"", ""2"": ""14266"", ""3"": ""11408"", ""4"": ""13631"", ""5"": ""17425"", ""6"": ""13590"", ""7"": ""0""}",148
device2,1726303249,"{""1"": ""17836"", ""2"": ""14284"", ""3"": ""11300"", ""4"": ""13196"", ""5"": ""17775"", ""6"": ""13685"", ""7"": ""0""}",98
device2,1726320530,"{""1"": ""24652"", ""2"": ""20780"", ""3"": ""14960"", ""4"": ""18666"", ""5"": ""24594"", ""6"": ""19962"", ""7"": ""0""}",112
device2,1726325345,"{""1"": ""24024"", ""2"": ""18895"", ""3"": ""14387"", ""4"": ""18297"", ""5"": ""24400"", ""6"": ""19083"", ""7"": ""0""}",144
device2,1726326380,"{""1"": ""23558"", ""2"": ""18155"", ""3"": ""15134"", ""4"": ""17485"", ""5"": ""23408"", ""6"": ""18074"", ""7"": ""0""}",77
device2,1726339113,"{""1"": ""17678"", ""2"": ""14441"", ""3"": ""10775"", ""4"": ""13328"", ""5"": ""17628"", ""6"": ""14109"", ""7"": ""0""}",119
device2,1726389237,"{""1"": ""17771"", ""2"": ""14266"", ""3"": ""11030"", ""4"": ""12905"", ""5"": ""17538"", ""6"": ""13923"", ""7"": ""0""}",96
device2,1726387233,"{""1"": ""17836"", ""2"": ""14284"", ""3"": ""11104"", ""4"": ""12858"", ""5"": ""17053"", ""6"": ""13171"", ""7"": ""0""}",119
device2,1726346434,"{""1"": ""21606"", ""2"": ""17446"", ""3"": ""11654"", ""4"": ""17379"", ""5"": ""21896"", ""6"": ""18323"", ""7"": ""0""}",113
device2,1726320511,"{""1"": ""24652"", ""2"": ""20780"", ""3"": ""15005"", ""4"": ""18691"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0""}",0
device2,1726314636,"{""1"": ""14626"", ""2"": ""23465"", ""3"": ""9063"", ""4"": ""20918"", ""5"": ""14024"", ""6"": ""21129"", ""7"": ""0""}",79
device2,1726435377,"{""1"": ""17771"", ""2"": ""14266"", ""3"": ""11201"", ""4"": ""14274"", ""5"": ""18058"", ""6"": ""14847"", ""7"": ""0""}",112
device2,1726432598,"{""1"": ""13244"", ""2"": ""19927"", ""3"": ""7715"", ""4"": ""18537"", ""5"": ""13641"", ""6"": ""19504"", ""7"": ""0""}",106
device2,1726396391,"{""1"": ""14626"", ""2"": ""23465"", ""3"": ""9849"", ""4"": ""23555"", ""5"": ""15231"", ""6"": ""24607"", ""7"": ""0""}",122
device2,1726398923,"{""1"": ""24652"", ""2"": ""20780"", ""3"": ""15282"", ""4"": ""20332"", ""5"": ""24896"", ""6"": ""21171"", ""7"": ""0""}",139
device2,1726416633,"{""1"": ""21606"", ""2"": ""17446"", ""3"": ""14181"", ""4"": ""18898"", ""5"": ""22010"", ""6"": ""18306"", ""7"": ""0""}",155
device2,1726414682,"{""1"": ""17678"", ""2"": ""14441"", ""3"": ""10182"", ""4"": ""13019"", ""5"": ""17031"", ""6"": ""13250"", ""7"": ""0""}",105
device2,1726411360,"{""1"": ""23558"", ""2"": ""18155"", ""3"": ""13796"", ""4"": ""16071"", ""5"": ""22969"", ""6"": ""17005"", ""7"": ""0""}",171
device2,1726426249,"{""1"": ""21606"", ""2"": ""16976"", ""3"": ""12716"", ""4"": ""16591"", ""5"": ""22389"", ""6"": ""18094"", ""7"": ""0""}",150
device2,1726481888,"{""1"": ""14626"", ""2"": ""23465"", ""3"": ""9432"", ""4"": ""23085"", ""5"": ""14817"", ""6"": ""23813"", ""7"": ""0""}",113
device2,1726406286,"{""1"": ""24024"", ""2"": ""18895"", ""3"": ""14344"", ""4"": ""18842"", ""5"": ""24179"", ""6"": ""19385"", ""7"": ""0""}",163
device2,1726486386,"{""1"": ""24652"", ""2"": ""20780"", ""3"": ""14874"", ""4"": ""19704"", ""5"": ""24564"", ""6"": ""20601"", ""7"": ""0""}",110
device2,1726469641,"{""1"": ""17836"", ""2"": ""14284"", ""3"": ""10746"", ""4"": ""13010"", ""5"": ""17373"", ""6"": ""13222"", ""7"": ""0""}",108
device2,1726475989,"{""1"": ""17771"", ""2"": ""14266"", ""3"": ""10526"", ""4"": ""12813"", ""5"": ""17577"", ""6"": ""13681"", ""7"": ""0""}",107
device2,1726517226,"{""1"": ""13244"", ""2"": ""19927"", ""3"": ""7747"", ""4"": ""17542"", ""5"": ""13528"", ""6"": ""19349"", ""7"": ""0""}",130
device2,1726492386,"{""1"": ""24024"", ""2"": ""18895"", ""3"": ""14187"", ""4"": ""17629"", ""5"": ""23730"", ""6"": ""18808"", ""7"": ""0""}",126
device2,1726493504,"{""1"": ""21606"", ""2"": ""17446"", ""3"": ""12245"", ""4"": ""16578"", ""5"": ""21661"", ""6"": ""17143"", ""7"": ""0""}",170
device2,1726557783,"{""1"": ""17836"", ""2"": ""14284"", ""3"": ""10916"", ""4"": ""14088"", ""5"": ""18186"", ""6"": ""14634"", ""7"": ""1""}",102
device2,1726563630,"{""1"": ""17771"", ""2"": ""14266"", ""3"": ""11583"", ""4"": ""14010"", ""5"": ""17362"", ""6"": ""14201"", ""7"": ""1""}",107
device2,1726568149,"{""1"": ""13244"", ""2"": ""19927"", ""3"": ""8563"", ""4"": ""19777"", ""5"": ""13982"", ""6"": ""20724"", ""7"": ""1""}",133
device2,1726579972,"{""1"": ""14626"", ""2"": ""23465"", ""3"": ""9153"", ""4"": ""22633"", ""5"": ""14862"", ""6"": ""23885"", ""7"": ""1""}",139
device2,1726584663,"{""1"": ""24024"", ""2"": ""18895"", ""3"": ""14541"", ""4"": ""17438"", ""5"": ""23611"", ""6"": ""18561"", ""7"": ""1""}",93
device2,1726582342,"{""1"": ""24652"", ""2"": ""20780"", ""3"": ""14669"", ""4"": ""18164"", ""5"": ""24342"", ""6"": ""19293"", ""7"": ""1""}",143
device2,1726586320,"{""1"": ""23558"", ""2"": ""18155"", ""3"": ""13796"", ""4"": ""16493"", ""5"": ""22975"", ""6"": ""17035"", ""7"": ""1""}",108
device2,1726602204,"{""1"": ""17678"", ""2"": ""14441"", ""3"": ""10109"", ""4"": ""12642"", ""5"": ""17111"", ""6"": ""13481"", ""7"": ""1""}",130
device2,1726607314,"{""1"": ""21606"", ""2"": ""17446"", ""3"": ""12921"", ""4"": ""17600"", ""5"": ""21012"", ""6"": ""16588"", ""7"": ""1""}",137
device2,1726609224,"{""1"": ""21606"", ""2"": ""16976"", ""3"": ""14423"", ""4"": ""18037"", ""5"": ""22713"", ""6"": ""18398"", ""7"": ""1""}",107
device3,1721592445,"{""1"": ""15361"", ""2"": ""24112"", ""3"": ""8468"", ""4"": ""21868"", ""5"": ""15562"", ""6"": ""24592""}",129
device3,1721638578,"{""1"": ""15329"", ""2"": ""24412"", ""3"": ""10289"", ""4"": ""24122"", ""5"": ""15186"", ""6"": ""24447""}",104
device3,1721663994,"{""1"": ""15461"", ""2"": ""24170"", ""3"": ""9536"", ""4"": ""22884"", ""5"": ""15071"", ""6"": ""24239""}",114
device3,1721790730,"{""1"": ""13762"", ""2"": ""21312"", ""3"": ""8232"", ""4"": ""19747"", ""5"": ""13092"", ""6"": ""20450""}",78
device3,1721678836,"{""1"": ""19132"", ""2"": ""15251"", ""3"": ""11664"", ""4"": ""14520"", ""5"": ""18185"", ""6"": ""14531""}",126
device3,1721750960,"{""1"": ""15461"", ""2"": ""24170"", ""3"": ""8669"", ""4"": ""21917"", ""5"": ""15046"", ""6"": ""24529""}",115
device3,1722006628,"{""1"": ""13739"", ""2"": ""19668"", ""3"": ""8225"", ""4"": ""18656"", ""5"": ""13345"", ""6"": ""19944""}",120
device3,1722021292,"{""1"": ""15838"", ""2"": ""25277"", ""3"": ""9519"", ""4"": ""23129"", ""5"": ""15122"", ""6"": ""24337""}",130
device3,1721504985,"{""1"": ""15416"", ""2"": ""24031"", ""3"": ""8875"", ""4"": ""22370"", ""5"": ""15358"", ""6"": ""24719""}",41
